ttl,ip,rtt
1,192.168.0.1,132.9047679901123
1,192.168.0.1,51.32293701171875
1,192.168.0.1,51.334381103515625
1,192.168.0.1,67.1074390411377
1,192.168.0.1,43.19334030151367
1,192.168.0.1,62.84642219543457
1,192.168.0.1,71.00844383239746
1,192.168.0.1,51.19061470031738
1,192.168.0.1,74.77879524230957
1,192.168.0.1,87.2044563293457
1,192.168.0.1,59.19909477233887
1,192.168.0.1,70.82200050354004
1,192.168.0.1,71.46263122558594
1,192.168.0.1,66.99895858764648
1,192.168.0.1,63.00044059753418
1,192.168.0.1,67.28887557983398
1,192.168.0.1,63.193321228027344
6,181.96.103.168,71.0458755493164
6,181.96.103.168,67.19851493835449
6,181.96.103.168,75.03628730773926
6,181.96.103.168,70.89519500732422
7,195.22.220.56,67.26813316345215
7,195.22.220.56,90.72375297546387
7,195.22.220.56,71.03705406188965
7,195.22.220.56,123.02756309509277
7,195.22.220.56,79.38361167907715
7,195.22.220.56,67.08765029907227
7,195.22.220.56,74.8751163482666
7,195.22.220.56,94.98882293701172
7,195.22.220.56,67.17801094055176
7,195.22.220.56,59.45396423339844
7,195.22.220.56,67.08860397338867
7,195.22.220.56,67.04545021057129
7,195.22.220.56,63.18974494934082
7,195.22.220.56,83.21714401245117
7,195.22.220.56,75.11425018310547
7,195.22.220.56,62.81900405883789
7,195.22.220.56,74.93305206298828
7,195.22.220.56,74.68867301940918
7,195.22.220.56,62.64805793762207
7,195.22.220.56,63.16542625427246
7,195.22.220.56,59.07845497131348
7,195.22.220.56,74.80621337890625
7,195.22.220.56,91.06063842773438
7,195.22.220.56,71.06757164001465
7,195.22.220.56,63.01164627075195
7,195.22.220.56,67.1079158782959
7,195.22.220.56,75.47497749328613
7,195.22.220.56,70.9526538848877
7,195.22.220.56,70.93477249145508
7,195.22.220.56,74.90730285644531
8,195.22.219.67,90.5601978302002
8,195.22.219.67,91.06254577636719
8,195.22.219.67,91.04251861572266
8,195.22.219.67,99.45821762084961
8,195.22.219.67,95.16620635986328
8,195.22.219.67,98.91676902770996
8,195.22.219.67,98.8459587097168
8,195.22.219.67,98.53553771972656
8,195.22.219.67,98.74463081359863
8,195.22.219.67,87.21089363098145
8,195.22.219.67,107.1779727935791
8,195.22.219.67,99.01714324951172
8,195.22.219.67,86.99584007263184
8,195.22.219.67,87.16964721679688
8,195.22.219.67,95.20530700683594
8,195.22.219.67,87.07308769226074
8,195.22.219.67,110.89491844177246
8,195.22.219.67,86.99345588684082
8,195.22.219.67,83.06026458740234
8,195.22.219.67,99.10011291503906
8,195.22.219.67,83.09412002563477
8,195.22.219.67,94.90370750427246
8,195.22.219.67,119.0941333770752
8,195.22.219.67,107.08260536193848
8,195.22.219.67,126.97815895080566
8,195.22.219.67,103.03688049316406
9,149.3.181.65,95.03054618835449
9,149.3.181.65,99.02048110961914
9,149.3.181.65,127.44832038879395
9,149.3.181.65,111.45901679992676
9,149.3.181.65,94.9704647064209
9,149.3.181.65,99.40719604492188
9,149.3.181.65,103.18899154663086
9,149.3.181.65,87.18562126159668
9,149.3.181.65,83.48226547241211
9,149.3.181.65,99.06244277954102
9,149.3.181.65,103.0571460723877
9,149.3.181.65,103.13224792480469
9,149.3.181.65,106.99701309204102
9,149.3.181.65,99.11847114562988
9,149.3.181.65,119.48299407958984
9,149.3.181.65,106.85014724731445
9,149.3.181.65,98.6781120300293
9,149.3.181.65,94.88558769226074
9,149.3.181.65,99.09629821777344
9,149.3.181.65,91.43209457397461
9,149.3.181.65,115.0505542755127
9,149.3.181.65,118.24393272399902
9,149.3.181.65,106.81414604187012
9,149.3.181.65,111.01460456848145
9,149.3.181.65,115.16284942626953
9,149.3.181.65,111.13810539245605
9,149.3.181.65,114.94135856628418
9,149.3.181.65,94.93255615234375
9,149.3.181.65,90.99149703979492
9,149.3.181.65,99.09534454345703
10,129.250.4.202,95.15118598937988
10,129.250.4.202,91.0332202911377
10,129.250.4.202,79.01406288146973
10,129.250.4.202,111.44495010375977
10,129.250.4.202,83.09316635131836
10,129.250.4.202,83.21833610534668
10,129.250.4.202,95.4594612121582
10,129.250.4.202,95.21150588989258
10,129.250.4.202,95.21651268005371
10,129.250.4.202,87.16106414794922
10,129.250.4.202,118.86882781982422
10,129.250.4.202,87.10336685180664
10,129.250.4.202,83.47415924072266
10,129.250.4.202,95.25871276855469
10,129.250.4.202,102.99539566040039
10,129.250.4.202,98.84762763977051
10,129.250.4.202,95.00908851623535
10,129.250.4.202,87.4166488647461
10,129.250.4.202,95.52836418151855
10,129.250.4.202,103.38044166564941
10,129.250.4.202,95.17145156860352
10,129.250.4.202,95.17550468444824
10,129.250.4.202,82.85021781921387
10,129.250.4.202,95.17264366149902
10,129.250.4.202,114.8996353149414
10,129.250.4.202,98.9370346069336
10,129.250.4.202,106.9936752319336
10,129.250.4.202,83.15038681030273
10,129.250.4.202,107.01251029968262
10,129.250.4.202,90.74831008911133
11,129.250.2.12,198.96936416625977
11,129.250.2.12,203.51648330688477
11,129.250.2.12,203.20391654968262
11,129.250.2.12,219.01226043701172
11,129.250.2.12,211.15469932556152
11,129.250.2.12,207.2305679321289
11,129.250.2.12,203.13668251037598
11,129.250.2.12,199.16343688964844
11,129.250.2.12,194.98944282531738
11,129.250.2.12,198.96721839904785
11,129.250.2.12,210.99495887756348
11,129.250.2.12,218.98150444030762
11,129.250.2.12,211.03572845458984
12,129.250.6.177,267.1983242034912
12,129.250.6.177,279.0815830230713
12,129.250.6.177,271.35586738586426
12,129.250.6.177,295.0277328491211
12,129.250.6.177,255.21492958068848
12,129.250.6.177,279.05917167663574
12,129.250.6.177,263.2489204406738
12,129.250.6.177,251.24430656433105
12,129.250.6.177,251.13677978515625
12,129.250.6.177,255.13029098510742
12,129.250.6.177,270.9982395172119
12,129.250.6.177,263.2429599761963
12,129.250.6.177,271.32511138916016
12,129.250.6.177,258.9101791381836
12,129.250.6.177,262.6659870147705
12,129.250.6.177,263.43226432800293
12,129.250.6.177,270.8888053894043
12,129.250.6.177,271.4571952819824
13,129.250.4.143,354.97164726257324
13,129.250.4.143,343.2037830352783
13,129.250.4.143,354.9051284790039
13,129.250.4.143,335.13736724853516
13,129.250.4.143,351.468563079834
13,129.250.4.143,339.277982711792
13,129.250.4.143,347.08428382873535
13,129.250.4.143,354.658842086792
13,129.250.4.143,359.011173248291
13,129.250.4.143,339.2014503479004
13,129.250.4.143,346.99296951293945
13,129.250.4.143,331.1300277709961
13,129.250.4.143,355.35192489624023
13,129.250.4.143,363.0051612854004
13,129.250.4.143,331.04920387268066
13,129.250.4.143,363.1322383880615
13,129.250.4.143,346.97890281677246
13,129.250.4.143,350.7659435272217
13,129.250.4.143,335.07585525512695
13,129.250.4.143,347.1083641052246
13,129.250.4.143,342.9856300354004
13,129.250.4.143,335.1616859436035
13,129.250.4.143,338.9413356781006
13,129.250.4.143,335.0024223327637
13,129.250.4.143,343.14632415771484
13,129.250.4.143,334.8510265350342
13,129.250.4.143,359.0214252471924
13,129.250.4.143,342.64135360717773
13,129.250.4.143,335.2835178375244
13,129.250.4.143,363.36565017700195
14,129.250.2.51,411.3328456878662
14,129.250.2.51,391.2007808685303
14,129.250.2.51,399.1239070892334
14,129.250.2.51,387.51983642578125
14,129.250.2.51,383.00180435180664
14,129.250.2.51,394.8171138763428
14,129.250.2.51,395.0493335723877
14,129.250.2.51,379.3478012084961
14,129.250.2.51,375.2753734588623
14,129.250.2.51,410.86673736572266
14,129.250.2.51,379.2414665222168
14,129.250.2.51,386.8372440338135
14,129.250.2.51,386.9292736053467
14,129.250.2.51,403.1720161437988
14,129.250.2.51,391.3226127624512
14,129.250.2.51,391.0825252532959
14,129.250.2.51,383.3599090576172
14,129.250.2.51,383.4993839263916
14,129.250.2.51,399.0287780761719
14,129.250.2.51,402.935266494751
15,129.250.6.123,383.18538665771484
15,129.250.6.123,390.66338539123535
15,129.250.6.123,386.9359493255615
15,129.250.6.123,394.80066299438477
15,129.250.6.123,411.1909866333008
15,129.250.6.123,378.8928985595703
15,129.250.6.123,395.34783363342285
15,129.250.6.123,414.9284362792969
15,129.250.6.123,411.06152534484863
15,129.250.6.123,391.36409759521484
15,129.250.6.123,402.8658866882324
15,129.250.6.123,391.18075370788574
15,129.250.6.123,375.20599365234375
15,129.250.6.123,407.2394371032715
15,129.250.6.123,387.068510055542
15,129.250.6.123,391.1623954772949
15,129.250.6.123,399.16396141052246
15,129.250.6.123,386.7802619934082
15,129.250.6.123,379.1224956512451
15,129.250.6.123,391.36290550231934
15,129.250.6.123,391.0198211669922
15,129.250.6.123,402.76503562927246
15,129.250.6.123,378.5362243652344
15,129.250.6.123,407.4552059173584
15,129.250.6.123,374.6652603149414
15,129.250.6.123,403.3520221710205
15,129.250.6.123,399.45149421691895
15,129.250.6.123,398.9269733428955
15,129.250.6.123,379.4834613800049
15,129.250.6.123,402.99534797668457
16,203.131.254.214,378.9818286895752
16,203.131.254.214,402.4524688720703
16,203.131.254.214,387.1457576751709
16,203.131.254.214,375.07128715515137
16,203.131.254.214,387.3400688171387
16,203.131.254.214,367.1376705169678
16,203.131.254.214,395.3430652618408
16,203.131.254.214,390.95115661621094
16,203.131.254.214,375.14376640319824
16,203.131.254.214,391.0813331604004
16,203.131.254.214,379.0616989135742
16,203.131.254.214,375.14734268188477
16,203.131.254.214,403.4101963043213
16,203.131.254.214,387.4013423919678
16,203.131.254.214,399.3792533874512
16,203.131.254.214,395.0190544128418
16,203.131.254.214,398.9908695220947
16,203.131.254.214,379.1642189025879
16,203.131.254.214,379.1470527648926
16,203.131.254.214,395.14923095703125
16,203.131.254.214,387.2551918029785
16,203.131.254.214,390.23733139038086
16,203.131.254.214,387.0282173156738
16,203.131.254.214,390.8710479736328
16,203.131.254.214,379.46033477783203
16,203.131.254.214,395.158052444458
16,203.131.254.214,403.4602642059326
16,203.131.254.214,383.1825256347656
16,203.131.254.214,410.473108291626
16,203.131.254.214,390.8119201660156
17,101.4.114.181,403.31125259399414
17,101.4.114.181,414.85095024108887
17,101.4.114.181,403.34463119506836
17,101.4.114.181,434.4754219055176
17,101.4.114.181,403.470516204834
17,101.4.114.181,415.07697105407715
17,101.4.114.181,379.38499450683594
17,101.4.114.181,394.93680000305176
17,101.4.114.181,390.86127281188965
17,101.4.114.181,403.4450054168701
