ttl,ip,rtt
1,192.168.0.1,136.0328197479248
1,192.168.0.1,55.0379753112793
1,192.168.0.1,86.89475059509277
1,192.168.0.1,63.03143501281738
1,192.168.0.1,66.97773933410645
1,192.168.0.1,75.45328140258789
1,192.168.0.1,51.2540340423584
1,192.168.0.1,59.25250053405762
1,192.168.0.1,55.08708953857422
1,192.168.0.1,75.07658004760742
1,192.168.0.1,86.72499656677246
1,192.168.0.1,63.16637992858887
1,192.168.0.1,99.4424819946289
1,192.168.0.1,47.23501205444336
1,192.168.0.1,55.18817901611328
1,192.168.0.1,59.556007385253906
1,192.168.0.1,47.247886657714844
6,181.96.113.234,247.10798263549805
7,195.22.220.56,59.00073051452637
7,195.22.220.56,91.35770797729492
7,195.22.220.56,63.20333480834961
7,195.22.220.56,79.37812805175781
7,195.22.220.56,63.3847713470459
7,195.22.220.56,83.15539360046387
7,195.22.220.56,67.04258918762207
7,195.22.220.56,79.01239395141602
7,195.22.220.56,63.08579444885254
7,195.22.220.56,59.03816223144531
7,195.22.220.56,63.05432319641113
7,195.22.220.56,67.07096099853516
7,195.22.220.56,90.88587760925293
7,195.22.220.56,62.96396255493164
7,195.22.220.56,79.02145385742188
7,195.22.220.56,54.833412170410156
7,195.22.220.56,91.03846549987793
7,195.22.220.56,83.15181732177734
7,195.22.220.56,67.04521179199219
7,195.22.220.56,67.09551811218262
7,195.22.220.56,63.16351890563965
7,195.22.220.56,63.10701370239258
7,195.22.220.56,83.20331573486328
7,195.22.220.56,75.09613037109375
7,195.22.220.56,79.09417152404785
7,195.22.220.56,63.013553619384766
7,195.22.220.56,59.57388877868652
7,195.22.220.56,71.50816917419434
7,195.22.220.56,78.95660400390625
7,195.22.220.56,66.83135032653809
8,89.221.41.181,187.31236457824707
8,89.221.41.181,187.18862533569336
8,89.221.41.181,191.19644165039062
8,89.221.41.181,191.209077835083
8,89.221.41.181,183.18891525268555
8,89.221.41.181,198.90499114990234
8,89.221.41.181,191.3585662841797
8,89.221.41.181,195.02782821655273
8,89.221.41.181,195.50013542175293
8,89.221.41.181,191.15400314331055
8,89.221.41.181,199.0652084350586
8,89.221.41.181,203.1090259552002
8,89.221.41.181,202.90803909301758
8,89.221.41.181,198.899507522583
8,89.221.41.181,206.77590370178223
8,89.221.41.181,203.15289497375488
8,89.221.41.181,179.49581146240234
8,89.221.41.181,183.14814567565918
8,89.221.41.181,191.48516654968262
8,89.221.41.181,207.13543891906738
8,89.221.41.181,191.15662574768066
8,89.221.41.181,199.07283782958984
8,89.221.41.181,206.66122436523438
8,89.221.41.181,190.8433437347412
8,89.221.41.181,187.2406005859375
8,89.221.41.181,182.78193473815918
8,89.221.41.181,231.21356964111328
8,89.221.41.181,202.9590606689453
8,89.221.41.181,211.01856231689453
8,89.221.41.181,202.9709815979004
10,154.54.88.233,203.1550407409668
10,154.54.88.233,195.19829750061035
10,154.54.88.233,203.23753356933594
10,154.54.88.233,186.95640563964844
10,154.54.88.233,199.0029811859131
10,154.54.88.233,190.91534614562988
10,154.54.88.233,186.88344955444336
10,154.54.88.233,190.92583656311035
10,154.54.88.233,203.18937301635742
10,154.54.88.233,215.2407169342041
10,154.54.88.233,203.53150367736816
10,154.54.88.233,195.18089294433594
10,154.54.88.233,190.85025787353516
10,154.54.88.233,199.06044006347656
10,154.54.88.233,191.46156311035156
10,154.54.88.233,183.119535446167
10,154.54.88.233,183.0430030822754
10,154.54.88.233,191.35689735412598
10,154.54.88.233,182.81888961791992
10,154.54.88.233,199.14531707763672
10,154.54.88.233,194.83184814453125
10,154.54.88.233,183.0008029937744
10,154.54.88.233,203.08542251586914
10,154.54.88.233,194.80109214782715
10,154.54.88.233,207.06725120544434
10,154.54.88.233,183.1073760986328
10,154.54.88.233,219.4540500640869
10,154.54.88.233,214.6773338317871
10,154.54.88.233,195.037841796875
10,154.54.88.233,187.1049404144287
11,154.54.28.49,234.89642143249512
11,154.54.28.49,191.10536575317383
11,154.54.28.49,207.5216770172119
11,154.54.28.49,199.03278350830078
11,154.54.28.49,199.13482666015625
11,154.54.28.49,218.90568733215332
11,154.54.28.49,215.46244621276855
11,154.54.28.49,191.2374496459961
11,154.54.28.49,219.12288665771484
11,154.54.28.49,215.15130996704102
11,154.54.28.49,202.79669761657715
11,154.54.28.49,215.45076370239258
11,154.54.28.49,226.94778442382812
11,154.54.28.49,207.17144012451172
11,154.54.28.49,227.27084159851074
11,154.54.28.49,206.35366439819336
11,154.54.28.49,211.37213706970215
11,154.54.28.49,214.81919288635254
11,154.54.28.49,195.12057304382324
11,154.54.28.49,243.0896759033203
11,154.54.28.49,223.17886352539062
11,154.54.28.49,194.85950469970703
11,154.54.28.49,198.75240325927734
11,154.54.28.49,210.91604232788086
11,154.54.28.49,190.65213203430176
11,154.54.28.49,194.3376064300537
11,154.54.28.49,203.43828201293945
11,154.54.28.49,211.1186981201172
11,154.54.28.49,207.10253715515137
11,154.54.28.49,199.07355308532715
12,154.54.24.221,223.0527400970459
12,154.54.24.221,211.21525764465332
12,154.54.24.221,231.2452793121338
12,154.54.24.221,207.02171325683594
12,154.54.24.221,219.38443183898926
12,154.54.24.221,223.18029403686523
