ttl,ip,rtt
1,192.168.0.1,139.73450660705566
1,192.168.0.1,55.0694465637207
1,192.168.0.1,51.22041702270508
1,192.168.0.1,58.994293212890625
1,192.168.0.1,55.21225929260254
1,192.168.0.1,51.09667778015137
1,192.168.0.1,70.86634635925293
1,192.168.0.1,58.985233306884766
1,192.168.0.1,55.234432220458984
1,192.168.0.1,55.25398254394531
1,192.168.0.1,83.25862884521484
1,192.168.0.1,71.05541229248047
1,192.168.0.1,55.039167404174805
1,192.168.0.1,55.481910705566406
1,192.168.0.1,75.19030570983887
1,192.168.0.1,47.200679779052734
1,192.168.0.1,63.52829933166504
6,181.96.103.168,67.09837913513184
6,181.96.103.168,63.198089599609375
7,195.22.220.56,59.23628807067871
7,195.22.220.56,74.81932640075684
7,195.22.220.56,67.23666191101074
7,195.22.220.56,75.01912117004395
7,195.22.220.56,55.12595176696777
7,195.22.220.56,67.48819351196289
7,195.22.220.56,79.43129539489746
7,195.22.220.56,71.18678092956543
7,195.22.220.56,70.77527046203613
7,195.22.220.56,63.11798095703125
7,195.22.220.56,70.84488868713379
7,195.22.220.56,87.10455894470215
7,195.22.220.56,74.9979019165039
7,195.22.220.56,63.19403648376465
7,195.22.220.56,71.10190391540527
7,195.22.220.56,75.61993598937988
7,195.22.220.56,67.12770462036133
7,195.22.220.56,79.08129692077637
7,195.22.220.56,67.138671875
7,195.22.220.56,86.96675300598145
7,195.22.220.56,59.14020538330078
7,195.22.220.56,70.74546813964844
7,195.22.220.56,67.22378730773926
7,195.22.220.56,79.02383804321289
7,195.22.220.56,63.15779685974121
7,195.22.220.56,90.5752182006836
7,195.22.220.56,59.06081199645996
7,195.22.220.56,83.46033096313477
7,195.22.220.56,66.85662269592285
7,195.22.220.56,71.0756778717041
8,195.22.219.67,95.00360488891602
8,195.22.219.67,79.17070388793945
8,195.22.219.67,95.66926956176758
8,195.22.219.67,83.48608016967773
8,195.22.219.67,135.12396812438965
8,195.22.219.67,87.188720703125
8,195.22.219.67,115.13423919677734
8,195.22.219.67,98.99640083312988
8,195.22.219.67,91.02606773376465
8,195.22.219.67,99.03097152709961
8,195.22.219.67,123.49367141723633
8,195.22.219.67,99.18665885925293
8,195.22.219.67,135.10417938232422
8,195.22.219.67,83.07099342346191
8,195.22.219.67,103.04808616638184
8,195.22.219.67,91.12548828125
8,195.22.219.67,82.83400535583496
8,195.22.219.67,95.08061408996582
8,195.22.219.67,86.89045906066895
8,195.22.219.67,87.06498146057129
8,195.22.219.67,87.17560768127441
8,195.22.219.67,90.92521667480469
8,195.22.219.67,91.16578102111816
8,195.22.219.67,106.78768157958984
8,195.22.219.67,95.34168243408203
8,195.22.219.67,87.1431827545166
8,195.22.219.67,83.14824104309082
8,195.22.219.67,99.13825988769531
8,195.22.219.67,107.14840888977051
8,195.22.219.67,98.97160530090332
9,149.3.181.65,102.96010971069336
9,149.3.181.65,87.19778060913086
9,149.3.181.65,87.12506294250488
9,149.3.181.65,94.83051300048828
9,149.3.181.65,82.90529251098633
9,149.3.181.65,114.83645439147949
9,149.3.181.65,99.42889213562012
9,149.3.181.65,106.99248313903809
9,149.3.181.65,127.05469131469727
9,149.3.181.65,99.19357299804688
9,149.3.181.65,103.0118465423584
9,149.3.181.65,95.13235092163086
9,149.3.181.65,106.83989524841309
9,149.3.181.65,103.09290885925293
9,149.3.181.65,111.1290454864502
9,149.3.181.65,86.93385124206543
9,149.3.181.65,103.12557220458984
9,149.3.181.65,103.10530662536621
9,149.3.181.65,94.93064880371094
9,149.3.181.65,95.14999389648438
9,149.3.181.65,98.76847267150879
9,149.3.181.65,99.00736808776855
9,149.3.181.65,95.13425827026367
9,149.3.181.65,107.46288299560547
9,149.3.181.65,79.06603813171387
9,149.3.181.65,95.07632255554199
9,149.3.181.65,90.8045768737793
9,149.3.181.65,91.10116958618164
9,149.3.181.65,79.03861999511719
9,149.3.181.65,103.27529907226562
10,129.250.4.202,91.05467796325684
10,129.250.4.202,95.11709213256836
10,129.250.4.202,87.2349739074707
10,129.250.4.202,103.1947135925293
10,129.250.4.202,87.20946311950684
10,129.250.4.202,87.19611167907715
10,129.250.4.202,95.14045715332031
10,129.250.4.202,103.09433937072754
10,129.250.4.202,90.83294868469238
10,129.250.4.202,106.8413257598877
10,129.250.4.202,102.89740562438965
10,129.250.4.202,86.84372901916504
10,129.250.4.202,90.88349342346191
10,129.250.4.202,111.11044883728027
10,129.250.4.202,90.98100662231445
10,129.250.4.202,86.99750900268555
10,129.250.4.202,86.9591236114502
10,129.250.4.202,90.86060523986816
10,129.250.4.202,91.10236167907715
10,129.250.4.202,111.11736297607422
10,129.250.4.202,103.17516326904297
10,129.250.4.202,94.9862003326416
10,129.250.4.202,99.14255142211914
10,129.250.4.202,91.07685089111328
10,129.250.4.202,106.97174072265625
10,129.250.4.202,115.01646041870117
10,129.250.4.202,95.12877464294434
10,129.250.4.202,111.0696792602539
10,129.250.4.202,99.16400909423828
10,129.250.4.202,83.04977416992188
11,129.250.2.12,195.237398147583
11,129.250.2.12,231.13679885864258
11,129.250.2.12,199.22995567321777
11,129.250.2.12,259.16266441345215
11,129.250.2.12,211.25125885009766
11,129.250.2.12,195.11747360229492
11,129.250.2.12,215.26098251342773
11,129.250.2.12,211.23290061950684
